,id,date,saving_ratio,debt_saving_ratio,default_flag,max_dpd_6_months,max_dpd_12_months,max_dpd_24_months,problematic_cheque_count,customer_segment,duration_in_month,credit_history,purpose,credit_amount,savings,sme_history_begin,installment_as_income_perc,other_debtors,present_res_since,sector,average_credit_duration,customer_profile,business_type,credits_this_bank,revenue_range,people_under_maintenance,foreign_stakeholders,sector_risk,EBITDA,ROE,ROA,Revenue_Growth_Rate,Int_coverage_ratio,Net_Profit_Margin
101,102,24.07.2022,0.05,0.03,0,0,0,0.0,3,medium_sme,36,existing credits paid back duly till now,domestic appliances,2323,... < 100 DM,4 <= ... < 7 years,4,none,4,Construction,24,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,713,84,28,39,4,73.0
102,103,20.06.2020,0.36,0.34,0,0,0,0.0,0,large_sme,6,delay in paying off in the past,domestic appliances,932,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,24,individual_consumers,corporation,1,5m-10m,10,yes,5,418,78,39,56,-27,
103,104,13.06.2020,0.38,0.36,0,0,0,0.0,2,medium_sme,9,critical account/ other credits existing (not at this bank),rent_payment,1919,... < 100 DM,4 <= ... < 7 years,4,none,3,Construction,35,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,2,726,14,88,82,-80,
104,105,24.04.2020,0.39,0.37,0,0,0,0.0,2,large_sme,12,existing credits paid back duly till now,car (used),2445,unknown/ no savings account,... < 1 year ,2,none,4,Construction,26,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,2,642,44,54,11,-91,
105,106,25.08.2021,0.19,0.17,1,30,30,30.0,2,medium_sme,24,critical account/ other credits existing (not at this bank),furniture/equipment,11938,... < 100 DM,1 <= ... < 4 years,2,co-applicant,3,Construction,39,individual_consumers,corporation,2,10m+,20,yes,3,978,64,68,46,98,
106,107,30.05.2020,0.19,0.17,1,30,30,30.0,2,large_sme,18,all credits at this bank paid back duly,car (new),6458,... < 100 DM,.. >= 7 years,2,none,4,Telecommunications,39,small_businesses,corporation,2,10m+,20,yes,9,302,92,102,46,-34,
107,108,24.08.2020,0.46,0.44,0,0,0,0.0,1,medium_sme,12,existing credits paid back duly till now,car (new),6078,... < 100 DM,4 <= ... < 7 years,2,none,2,Construction,32,individual_consumers,corporation,1,5m-10m,10,yes,4,371,0,35,27,75,
108,109,9.06.2023,0.44,0.42,0,0,0,0.0,3,micro_sme,24,existing credits paid back duly till now,rent_payment,7721,unknown/ no savings account,... < 1 year ,1,none,2,Oil and gas,30,individual_consumers,corporation,1,5m-10m,10,no,3,378,43,29,25,2,
109,110,27.12.2021,0.45,0.43,0,0,0,0.0,3,medium_sme,14,existing credits paid back duly till now,business,1410,500 <= ... < 1000 DM ,.. >= 7 years,1,none,2,Real Estate,35,individual_consumers,corporation,1,5m-10m,10,yes,1,210,55,32,12,4,
110,111,19.05.2020,0.45,0.43,0,0,0,0.0,2,medium_sme,6,delay in paying off in the past,business,1449,100 <= ... < 500 DM,.. >= 7 years,1,none,2,Construction,31,small_businesses,corporation,2,5m-10m,20,yes,5,416,-9,53,68,-4,
111,112,29.06.2020,0.26,0.24,0,0,0,0.0,0,small_sme,15,existing credits paid back duly till now,lease_investment,392,... < 100 DM,... < 1 year ,4,none,4,Oil and gas,23,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,6,505,-10,55,91,-78,
112,113,25.01.2023,0.18,0.16,0,0,0,0.0,0,medium_sme,18,existing credits paid back duly till now,car (new),6260,... < 100 DM,4 <= ... < 7 years,3,none,3,Real Estate,28,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,3,426,43,10,3,98,
113,114,16.10.2023,0.6,0.58,1,30,30,30.0,2,large_sme,36,critical account/ other credits existing (not at this bank),car (new),7855,... < 100 DM,1 <= ... < 4 years,4,none,2,Real Estate,25,large_enterprises,corporation,2,5m-10m,10,yes,9,995,43,112,4,49,
114,115,8.09.2020,0.36,0.34,0,0,0,0.0,0,micro_sme,12,existing credits paid back duly till now,domestic appliances,1680,500 <= ... < 1000 DM ,.. >= 7 years,3,none,1,Real Estate,35,individual_consumers,corporation,1,5m-10m,10,yes,2,26,8,72,75,71,
115,116,10.01.2023,0.4,0.38,0,0,0,0.0,0,large_sme,48,critical account/ other credits existing (not at this bank),domestic appliances,3578,unknown/ no savings account,.. >= 7 years,4,none,1,Real Estate,47,individual_consumers,corporation,1,5m-10m,10,yes,7,349,-3,74,90,-46,
116,117,16.10.2023,0.64,0.62,1,30,30,30.0,1,micro_sme,42,existing credits paid back duly till now,domestic appliances,7174,unknown/ no savings account,4 <= ... < 7 years,4,none,3,Construction,30,individual_consumers,corporation,1,10m+,10,yes,7,800,86,67,67,-27,
117,118,30.11.2021,0.24,0.22,0,0,0,0.0,0,micro_sme,10,critical account/ other credits existing (not at this bank),rent_payment,2132,unknown/ no savings account,... < 1 year ,2,co-applicant,3,Real Estate,27,individual_consumers,sole_proprietorship,2,5m-10m,10,no,6,23,58,77,60,0,
118,119,23.07.2023,0.76,0.74,1,30,30,30.0,1,micro_sme,33,critical account/ other credits existing (not at this bank),rent_payment,4281,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,none,4,Construction,23,individual_consumers,corporation,2,5m-10m,10,yes,7,732,90,135,9,91,
119,120,3.07.2020,0.3,0.28,0,0,0,0.0,2,medium_sme,12,critical account/ other credits existing (not at this bank),car (new),2366,500 <= ... < 1000 DM ,4 <= ... < 7 years,3,none,3,Construction,36,individual_consumers,corporation,1,10m+,10,yes,0,384,84,86,20,-3,
120,121,21.09.2023,0.82,0.8,1,30,30,30.0,1,micro_sme,21,existing credits paid back duly till now,domestic appliances,1835,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,25,individual_consumers,corporation,2,5m-10m,10,yes,6,530,68,116,40,-72,
121,122,19.03.2020,0.22,0.2,0,0,0,0.0,1,large_sme,24,critical account/ other credits existing (not at this bank),car (used),3868,... < 100 DM,.. >= 7 years,4,none,2,Construction,41,individual_consumers,sole_proprietorship,2,10m+,10,yes,2,284,64,73,66,54,14.0
122,123,16.07.2023,0.35,0.33,0,0,0,0.0,3,large_sme,12,existing credits paid back duly till now,rent_payment,1768,... < 100 DM,1 <= ... < 4 years,3,none,2,Real Estate,24,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,2,526,75,69,32,71,23.0
123,124,11.03.2021,0.38,0.36,0,0,0,0.0,1,small_sme,10,critical account/ other credits existing (not at this bank),car (new),781,... < 100 DM,.. >= 7 years,4,none,4,Telecommunications,63,individual_consumers,partnership,2,5m-10m,10,yes,0,405,94,84,92,-56,9.0
124,125,4.10.2020,0.89,0.87,1,30,60,60.0,3,medium_sme,18,existing credits paid back duly till now,rent_payment,1924,unknown/ no savings account,... < 1 year ,4,none,3,Real Estate,27,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,5,100,46,106,56,-100,92.0
125,126,4.10.2023,0.16,0.14,0,0,0,0.0,3,micro_sme,12,critical account/ other credits existing (not at this bank),car (new),2121,... < 100 DM,1 <= ... < 4 years,4,none,2,Oil and gas,30,individual_consumers,corporation,2,5m-10m,10,yes,0,271,-8,86,29,57,19.0
126,127,27.10.2021,0.36,0.34,0,0,0,0.0,3,micro_sme,12,existing credits paid back duly till now,domestic appliances,701,... < 100 DM,1 <= ... < 4 years,4,none,2,Real Estate,40,individual_consumers,corporation,1,1m-5m,10,yes,0,177,34,48,44,67,57.0
127,128,29.11.2020,0.85,0.83,1,30,60,60.0,2,medium_sme,12,existing credits paid back duly till now,education,639,... < 100 DM,1 <= ... < 4 years,4,none,2,Construction,30,individual_consumers,corporation,1,5m-10m,10,yes,4,255,68,96,20,93,72.0
128,129,22.06.2021,0.39,0.37,0,0,0,0.0,1,medium_sme,12,critical account/ other credits existing (not at this bank),car (used),1860,... < 100 DM,new company,4,none,2,Construction,34,individual_consumers,corporation,2,10m+,10,yes,2,90,65,77,21,79,9.0
129,130,21.06.2021,0.64,0.62,1,30,60,60.0,3,micro_sme,12,critical account/ other credits existing (not at this bank),car (new),3499,... < 100 DM,1 <= ... < 4 years,3,co-applicant,2,Real Estate,29,individual_consumers,corporation,2,5m-10m,10,yes,7,596,41,57,2,-5,78.0
130,131,17.06.2020,0.32,0.3,0,0,0,0.0,0,medium_sme,48,existing credits paid back duly till now,car (new),8487,unknown/ no savings account,4 <= ... < 7 years,1,none,2,Construction,24,individual_consumers,corporation,1,5m-10m,10,yes,4,772,24,9,20,32,83.0
131,132,31.12.2022,0.07,0.05,1,30,60,60.0,1,micro_sme,36,delay in paying off in the past,lease_investment,6887,... < 100 DM,1 <= ... < 4 years,4,none,3,Oil and gas,29,large_enterprises,corporation,1,5m-10m,10,yes,4,436,136,80,6,25,97.0
132,133,16.01.2022,0.17,0.15,0,0,0,0.0,1,large_sme,15,existing credits paid back duly till now,rent_payment,2708,... < 100 DM,... < 1 year ,2,none,3,Oil and gas,27,small_businesses,corporation,2,1m-5m,10,yes,3,103,28,51,98,100,0.0
133,134,16.10.2023,0.38,0.36,0,0,0,0.0,2,large_sme,18,existing credits paid back duly till now,rent_payment,1984,... < 100 DM,1 <= ... < 4 years,4,none,4,Telecommunications,47,small_businesses,partnership,2,5m-10m,10,yes,6,246,48,13,43,1,76.0
134,135,25.11.2022,0.4,0.38,0,0,0,0.0,0,large_sme,60,existing credits paid back duly till now,domestic appliances,10144,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,4,Real Estate,21,individual_consumers,corporation,1,5m-10m,10,yes,3,381,20,100,34,88,59.0
135,136,20.04.2021,0.42,0.4,0,0,0,0.0,2,large_sme,12,critical account/ other credits existing (not at this bank),domestic appliances,1240,unknown/ no savings account,.. >= 7 years,4,none,2,Real Estate,38,individual_consumers,corporation,2,5m-10m,10,yes,3,146,-5,17,52,-66,6.0
136,137,7.04.2020,0.09,0.07,0,0,0,0.0,3,large_sme,27,delay in paying off in the past,car (used),8613,.. >= 1000 DM ,1 <= ... < 4 years,2,none,2,Construction,27,individual_consumers,corporation,2,5m-10m,10,yes,1,762,35,13,91,34,-4.0
137,138,22.06.2022,1.0,0.98,1,30,60,60.0,0,medium_sme,12,existing credits paid back duly till now,domestic appliances,766,500 <= ... < 1000 DM ,1 <= ... < 4 years,4,none,3,Real Estate,66,individual_consumers,corporation,1,1m-5m,10,yes,4,352,47,92,54,-44,79.0
138,139,7.01.2020,0.4,0.38,0,0,0,0.0,2,medium_sme,15,critical account/ other credits existing (not at this bank),domestic appliances,2728,unknown/ no savings account,4 <= ... < 7 years,4,guarantor,2,Real Estate,35,small_businesses,corporation,3,5m-10m,10,yes,4,217,17,94,57,-49,-5.0
139,140,12.07.2022,0.39,0.37,0,0,0,0.0,2,small_sme,12,existing credits paid back duly till now,domestic appliances,1881,... < 100 DM,1 <= ... < 4 years,2,none,2,Construction,44,individual_consumers,sole_proprietorship,1,1m-5m,10,yes,3,766,76,80,88,-8,-9.0
140,141,7.10.2023,0.19,0.17,0,0,0,0.0,1,small_sme,6,existing credits paid back duly till now,car (new),709,.. >= 1000 DM ,... < 1 year ,2,none,2,Real Estate,27,individual_consumers,corporation,1,0m-1m,10,no,7,679,39,73,28,-2,62.0
141,142,18.01.2020,0.27,0.25,0,0,0,0.0,0,medium_sme,36,existing credits paid back duly till now,domestic appliances,4795,... < 100 DM,... < 1 year ,4,none,1,Telecommunications,30,individual_consumers,corporation,1,10m+,10,yes,3,625,98,78,97,5,51.0
142,143,1.07.2021,0.23,0.21,0,0,0,0.0,1,micro_sme,27,existing credits paid back duly till now,domestic appliances,3416,... < 100 DM,1 <= ... < 4 years,3,none,2,Construction,27,individual_consumers,corporation,1,10m+,10,yes,3,532,91,51,53,-4,18.0
143,144,14.11.2022,0.05,0.03,1,30,60,60.0,1,micro_sme,18,existing credits paid back duly till now,rent_payment,2462,... < 100 DM,1 <= ... < 4 years,2,none,2,Construction,22,individual_consumers,corporation,1,5m-10m,10,yes,7,167,70,70,74,92,71.0
144,145,18.01.2021,0.4,0.38,0,0,0,0.0,3,large_sme,21,critical account/ other credits existing (not at this bank),rent_payment,2288,... < 100 DM,... < 1 year ,4,none,4,Oil and gas,23,individual_consumers,corporation,1,5m-10m,10,yes,5,288,64,63,75,72,61.0
145,146,30.03.2021,0.51,0.49,0,0,0,0.0,3,medium_sme,48,all credits at this bank paid back duly,business,3566,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,2,Construction,30,individual_consumers,corporation,1,5m-10m,10,yes,2,414,93,85,8,36,64.0
146,147,31.01.2023,0.09,0.07,0,0,0,0.0,2,micro_sme,6,critical account/ other credits existing (not at this bank),car (new),860,... < 100 DM,.. >= 7 years,1,none,4,Telecommunications,39,individual_consumers,corporation,2,5m-10m,10,yes,6,423,5,13,24,89,-7.0
147,148,16.04.2021,0.5,0.48,0,0,0,0.0,0,large_sme,12,critical account/ other credits existing (not at this bank),car (new),682,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,3,Construction,51,individual_consumers,corporation,2,5m-10m,10,yes,3,87,81,98,58,-89,75.0
148,149,31.05.2021,0.14,0.12,0,0,0,0.0,3,micro_sme,36,critical account/ other credits existing (not at this bank),rent_payment,5371,... < 100 DM,1 <= ... < 4 years,3,guarantor,2,Oil and gas,28,individual_consumers,corporation,2,5m-10m,10,yes,5,747,43,90,60,-94,18.0
149,150,26.05.2023,0.46,0.44,0,0,0,0.0,0,large_sme,18,critical account/ other credits existing (not at this bank),domestic appliances,1582,.. >= 1000 DM ,.. >= 7 years,4,none,4,Construction,46,individual_consumers,corporation,2,5m-10m,10,yes,3,585,48,75,14,36,28.0
150,151,3.07.2020,0.31,0.29,0,0,0,0.0,3,large_sme,6,existing credits paid back duly till now,domestic appliances,1346,100 <= ... < 500 DM,.. >= 7 years,2,none,4,Telecommunications,42,small_businesses,partnership,1,5m-10m,20,yes,1,165,93,100,34,65,6.0
151,152,9.06.2023,0.24,0.21,0,0,0,0.0,3,large_sme,10,existing credits paid back duly till now,domestic appliances,1924,... < 100 DM,1 <= ... < 4 years,1,none,4,Oil and gas,38,individual_consumers,corporation,1,5m-10m,10,no,1,608,98,56,86,22,-9.0
152,153,23.03.2023,0.1,0.08,0,0,0,0.0,2,small_sme,36,existing credits paid back duly till now,domestic appliances,5848,... < 100 DM,1 <= ... < 4 years,4,none,1,Construction,24,individual_consumers,corporation,1,5m-10m,10,yes,1,430,79,61,19,59,3.0
153,154,15.12.2020,0.12,0.1,0,0,0,0.0,3,medium_sme,24,critical account/ other credits existing (not at this bank),car (used),7758,.. >= 1000 DM ,.. >= 7 years,2,none,4,Telecommunications,29,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,410,-8,8,37,-80,60.0
154,155,24.12.2020,0.25,0.23,0,0,0,0.0,2,medium_sme,24,delay in paying off in the past,business,6967,100 <= ... < 500 DM,4 <= ... < 7 years,4,none,4,Construction,36,individual_consumers,sole_proprietorship,1,10m+,10,yes,4,62,7,42,56,-79,-10.0
155,156,2.08.2021,0.3,0.28,1,30,60,60.0,3,micro_sme,12,existing credits paid back duly till now,rent_payment,1282,... < 100 DM,1 <= ... < 4 years,2,none,4,Construction,20,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,7,105,99,103,38,-69,71.0
156,157,9.09.2023,0.39,0.37,0,0,0,0.0,0,micro_sme,9,critical account/ other credits existing (not at this bank),education,1288,100 <= ... < 500 DM,.. >= 7 years,3,guarantor,4,Real Estate,48,individual_consumers,corporation,2,5m-10m,20,no,0,315,95,99,80,-27,71.0
157,158,14.03.2020,0.4,0.38,0,0,0,0.0,0,micro_sme,12,all credits at this bank paid back duly,retraining,339,... < 100 DM,.. >= 7 years,4,none,1,Construction,45,small_businesses,corporation,1,1m-5m,10,yes,1,763,81,45,4,-92,65.0
158,159,23.09.2020,0.05,0.03,0,0,0,0.0,3,medium_sme,24,existing credits paid back duly till now,car (new),3512,100 <= ... < 500 DM,4 <= ... < 7 years,2,none,3,Construction,38,small_businesses,corporation,2,5m-10m,10,yes,7,138,99,81,56,44,69.0
159,160,21.11.2022,0.4,0.38,0,0,0,0.0,0,large_sme,6,critical account/ other credits existing (not at this bank),domestic appliances,1898,unknown/ no savings account,1 <= ... < 4 years,1,none,2,Real Estate,34,individual_consumers,corporation,2,1m-5m,20,yes,2,161,40,25,66,12,31.0
160,161,19.08.2022,0.17,0.15,0,0,0,0.0,2,large_sme,24,critical account/ other credits existing (not at this bank),domestic appliances,2872,100 <= ... < 500 DM,.. >= 7 years,3,none,4,Real Estate,36,individual_consumers,corporation,1,5m-10m,20,yes,1,297,88,99,19,-12,84.0
161,162,6.10.2023,0.18,0.16,0,0,0,0.0,3,large_sme,18,critical account/ other credits existing (not at this bank),car (new),1055,... < 100 DM,... < 1 year ,4,none,1,Oil and gas,30,individual_consumers,corporation,2,5m-10m,10,yes,5,15,49,99,39,-4,45.0
162,163,14.05.2020,0.47,0.45,0,0,0,0.0,3,large_sme,15,existing credits paid back duly till now,repairs,1262,500 <= ... < 1000 DM ,4 <= ... < 7 years,4,none,3,Oil and gas,36,individual_consumers,corporation,2,5m-10m,10,yes,7,528,97,81,10,72,56.0
163,164,28.10.2021,0.05,0.03,0,0,0,0.0,0,medium_sme,10,existing credits paid back duly till now,car (new),7308,... < 100 DM,new company,2,none,4,Telecommunications,70,small_businesses,partnership,1,10m+,10,yes,4,448,66,75,79,61,69.0
164,165,27.08.2021,0.49,0.47,0,0,0,0.0,0,large_sme,36,existing credits paid back duly till now,car (new),909,500 <= ... < 1000 DM ,.. >= 7 years,4,none,4,Oil and gas,36,individual_consumers,corporation,1,5m-10m,10,yes,4,108,60,13,13,31,40.0
165,166,13.03.2020,0.25,0.23,0,0,0,0.0,0,large_sme,6,existing credits paid back duly till now,rent_payment,2978,500 <= ... < 1000 DM ,1 <= ... < 4 years,1,none,2,Construction,32,individual_consumers,corporation,1,5m-10m,10,yes,5,287,88,43,47,24,81.0
166,167,30.03.2021,0.07,0.05,1,30,60,60.0,1,micro_sme,18,existing credits paid back duly till now,rent_payment,1131,... < 100 DM,new company,4,none,2,Construction,33,individual_consumers,corporation,1,5m-10m,10,yes,7,668,28,93,35,-54,86.0
167,168,18.09.2023,0.3,0.28,0,0,0,0.0,2,medium_sme,11,existing credits paid back duly till now,rent_payment,1577,.. >= 1000 DM ,... < 1 year ,4,none,1,Real Estate,20,individual_consumers,corporation,1,5m-10m,10,yes,7,739,14,18,41,-42,24.0
168,169,27.12.2022,0.28,0.26,0,0,0,0.0,0,large_sme,24,existing credits paid back duly till now,rent_payment,3972,... < 100 DM,4 <= ... < 7 years,2,none,4,Oil and gas,25,individual_consumers,sole_proprietorship,1,5m-10m,10,yes,1,741,60,11,14,28,87.0
169,170,11.04.2023,0.94,0.92,1,30,60,60.0,0,medium_sme,24,critical account/ other credits existing (not at this bank),business,1935,... < 100 DM,.. >= 7 years,4,none,4,Real Estate,31,individual_consumers,corporation,2,5m-10m,10,yes,5,608,70,112,24,55,72.0
170,171,20.05.2022,0.53,0.51,1,30,60,60.0,1,micro_sme,15,no credits taken/ all credits paid back duly,car (new),950,... < 100 DM,.. >= 7 years,4,none,3,Construction,33,individual_consumers,sole_proprietorship,2,5m-10m,20,yes,6,660,49,78,4,-74,86.0
171,172,28.08.2020,0.26,0.24,0,0,0,0.0,0,large_sme,12,existing credits paid back duly till now,rent_payment,763,... < 100 DM,1 <= ... < 4 years,4,none,1,Real Estate,26,individual_consumers,corporation,1,5m-10m,10,yes,3,404,93,61,97,-98,17.0
172,173,27.03.2022,0.53,0.51,1,30,60,60.0,1,medium_sme,24,delay in paying off in the past,rent_payment,2064,... < 100 DM,new company,3,none,2,Oil and gas,34,individual_consumers,corporation,1,10m+,10,yes,6,569,48,101,34,97,84.0
173,174,20.02.2023,0.07,0.05,0,0,0,0.0,3,medium_sme,8,existing credits paid back duly till now,domestic appliances,1414,... < 100 DM,1 <= ... < 4 years,4,guarantor,2,Real Estate,33,individual_consumers,corporation,1,5m-10m,10,no,4,546,68,13,78,65,73.0
174,175,7.10.2020,0.13,0.11,1,30,60,60.0,1,micro_sme,21,delay in paying off in the past,lease_investment,3414,... < 100 DM,... < 1 year ,2,none,1,Oil and gas,26,individual_consumers,corporation,2,5m-10m,10,yes,8,666,54,148,91,-100,90.0
175,176,20.05.2021,0.36,0.34,1,30,60,60.0,2,large_sme,30,all credits at this bank paid back duly,car (used),7485,unknown/ no savings account,new company,4,none,1,Real Estate,53,small_businesses,corporation,1,10m+,10,yes,6,408,76,139,52,-70,90.0
176,177,3.01.2020,0.19,0.17,0,0,0,0.0,0,micro_sme,12,existing credits paid back duly till now,rent_payment,2577,... < 100 DM,1 <= ... < 4 years,2,none,1,Construction,42,individual_consumers,corporation,1,5m-10m,10,yes,4,608,39,70,30,49,82.0
177,178,28.09.2023,0.32,0.3,0,0,0,0.0,3,micro_sme,6,critical account/ other credits existing (not at this bank),domestic appliances,338,500 <= ... < 1000 DM ,.. >= 7 years,4,none,4,Construction,52,individual_consumers,corporation,2,5m-10m,10,yes,3,142,47,81,27,-29,54.0
178,179,20.07.2022,0.05,0.03,0,0,0,0.0,2,large_sme,12,existing credits paid back duly till now,domestic appliances,1963,... < 100 DM,4 <= ... < 7 years,4,none,2,Construction,31,individual_consumers,sole_proprietorship,2,10m+,20,yes,6,790,82,16,37,-10,28.0
